week_start,vehicle_id,vehicle_type,fuel_type,gallons,distance_km,engine_hours,avg_speed_kph
2022-05-02,VH-019,SUV,Gasoline,32.53,484.5,18.9,62.1
2022-05-02,VH-020,SUV,Gasoline,27.37,496.4,15.7,61.9
2022-05-09,VH-001,Light Truck,Gasoline,40.31,533.1,22.1,59.1
2022-05-09,VH-002,Light Truck,Gasoline,49.69,501.9,22.7,51.5
2022-05-09,VH-003,Light Truck,Gasoline,36.5,570.1,19.1,54.9
2022-05-09,VH-004,Light Truck,Gasoline,44.49,525.0,18.9,51.6
2022-05-09,VH-005,Light Truck,Gasoline,47.24,571.3,21.9,57.1
2022-05-09,VH-006,Heavy Truck,Diesel,173.97,1117.6,36.6,65.5
2022-05-09,VH-007,Heavy Truck,Diesel,165.42,933.9,32.2,63.7
2022-05-09,VH-008,Heavy Truck,Diesel,158.64,996.5,37.7,59.6
2022-05-09,VH-009,Heavy Truck,Diesel,,,40.8,64.2
2022-05-09,VH-010,Heavy Truck,Diesel,146.87,908.1,29.5,58.2
2022-05-09,VH-011,Van,Gasoline,36.66,521.4,21.7,46.5
2022-05-09,VH-012,Van,Gasoline,32.98,567.3,18.6,45.8
2022-05-09,VH-013,Van,Gasoline,29.5,402.5,18.2,45.8
2022-05-09,VH-014,Van,Diesel,49.61,500.0,16.3,46.2
2022-05-09,VH-015,Van,Diesel,59.58,702.4,22.6,42.0
2022-05-09,VH-016,SUV,Gasoline,28.24,352.7,15.6,53.9
2022-05-09,VH-017,SUV,Gasoline,24.7,378.1,13.1,56.4
2022-05-09,VH-018,SUV,Gasoline,22.43,337.8,14.3,54.2
2022-05-09,VH-019,SUV,Gasoline,33.99,468.0,18.1,57.6
2022-05-09,VH-020,SUV,Gasoline,29.12,481.4,17.5,57.0
2022-05-16,VH-001,Light Truck,Gasoline,43.37,541.4,18.4,53.6
2022-05-16,VH-002,Light Truck,Gasoline,,,20.4,58.8
2022-05-16,VH-003,Light Truck,Gasoline,37.3,532.3,19.9,59.2
2022-05-16,VH-004,Light Truck,Gasoline,39.88,602.8,19.7,58.3
2022-05-16,VH-005,Light Truck,Gasoline,45.86,644.0,24.2,55.3
2022-05-16,VH-006,Heavy Truck,Diesel,167.19,950.3,39.4,62.3
2022-05-16,VH-007,Heavy Truck,Diesel,145.14,802.0,31.7,60.0
2022-05-16,VH-008,Heavy Truck,Diesel,177.88,1076.9,42.3,59.5
2022-05-16,VH-009,Heavy Truck,Diesel,178.11,1290.6,44.4,58.2
2022-05-16,VH-010,Heavy Truck,Diesel,140.81,939.7,34.9,57.2
2022-05-16,VH-011,Van,Gasoline,33.61,444.0,20.5,46.5
2022-05-16,VH-012,Van,Gasoline,38.06,485.1,18.4,43.0
2022-05-16,VH-013,Van,Gasoline,28.64,445.6,16.6,47.3
2022-05-16,VH-014,Van,Diesel,47.54,526.4,16.8,43.7
2022-05-16,VH-015,Van,Diesel,58.79,693.3,19.8,43.6
2022-05-16,VH-016,SUV,Gasoline,29.55,445.7,16.6,59.2
2022-05-16,VH-017,SUV,Gasoline,24.42,418.6,15.3,59.6
2022-05-16,VH-018,SUV,Gasoline,23.41,357.9,13.1,56.9
2022-05-16,VH-019,SUV,Gasoline,31.15,519.6,17.4,59.9
2022-05-16,VH-020,SUV,Gasoline,32.02,445.0,18.4,58.5
2022-05-23,VH-001,Light Truck,Gasoline,38.11,478.0,20.9,58.7
2022-05-23,VH-002,Light Truck,Gasoline,40.41,617.5,21.0,53.0
2022-05-23,VH-003,Light Truck,Gasoline,38.76,543.4,17.7,57.3
2022-05-23,VH-004,Light Truck,Gasoline,40.9,517.7,21.6,53.5
2022-05-23,VH-005,Light Truck,Gasoline,41.44,685.1,25.6,51.6
2022-05-23,VH-006,Heavy Truck,Diesel,174.7,982.0,40.0,59.1
2022-05-23,VH-007,Heavy Truck,Diesel,159.29,1032.3,34.2,62.3
2022-05-23,VH-008,Heavy Truck,Diesel,167.89,1083.4,39.7,58.0
2022-05-23,VH-009,Heavy Truck,Diesel,189.07,1272.0,46.0,60.7
2022-05-23,VH-010,Heavy Truck,Diesel,147.47,806.9,30.1,59.6
2022-05-23,VH-011,Van,Gasoline,37.57,499.4,18.7,43.8
2022-05-23,VH-012,Van,Gasoline,38.55,495.6,20.0,46.3
2022-05-23,VH-013,Van,Gasoline,34.24,503.3,17.8,44.9
2022-05-23,VH-014,Van,Diesel,53.85,466.1,16.9,44.9
2022-05-23,VH-015,Van,Diesel,65.71,697.8,19.1,41.6
2022-05-23,VH-016,SUV,Gasoline,29.29,416.9,16.2,57.2
2022-05-23,VH-017,SUV,Gasoline,22.68,386.3,12.7,58.1
2022-05-23,VH-018,SUV,Gasoline,24.97,382.4,14.4,57.8
2022-05-23,VH-019,SUV,Gasoline,27.42,473.7,16.3,58.3
2022-05-23,VH-020,SUV,Gasoline,32.2,370.5,17.8,59.6
2022-05-30,VH-001,Light Truck,Gasoline,44.31,459.7,18.6,51.9
2022-05-30,VH-002,Light Truck,Gasoline,44.77,628.9,21.3,54.1
2022-05-30,VH-003,Light Truck,Gasoline,36.72,494.7,20.7,52.6
2022-05-30,VH-004,Light Truck,Gasoline,43.4,541.3,21.6,57.3
2022-05-30,VH-005,Light Truck,Gasoline,45.22,611.0,21.3,50.7
2022-05-30,VH-006,Heavy Truck,Diesel,177.3,1053.3,41.4,62.7
2022-05-30,VH-007,Heavy Truck,Diesel,143.44,971.0,31.9,59.1
2022-05-30,VH-008,Heavy Truck,Diesel,196.55,1081.8,36.1,57.8
2022-05-30,VH-009,Heavy Truck,Diesel,210.76,1187.9,38.5,66.3
2022-05-30,VH-010,Heavy Truck,Diesel,162.96,912.4,34.0,64.1
2022-05-30,VH-011,Van,Gasoline,32.9,457.1,19.0,47.4
2022-05-30,VH-012,Van,Gasoline,38.82,467.5,20.4,42.4
2022-05-30,VH-013,Van,Gasoline,33.27,438.6,19.0,41.8
2022-05-30,VH-014,Van,Diesel,54.91,497.5,17.1,48.3
2022-05-30,VH-015,Van,Diesel,70.01,580.5,20.0,48.5
2022-05-30,VH-016,SUV,Gasoline,25.37,446.4,15.2,59.7
2022-05-30,VH-017,SUV,Gasoline,21.68,374.0,14.9,60.0
2022-05-30,VH-018,SUV,Gasoline,22.11,384.7,14.5,60.2
2022-05-30,VH-019,SUV,Gasoline,27.97,394.6,17.4,56.7
2022-05-30,VH-020,SUV,Gasoline,26.16,390.0,16.6,58.5
2022-06-06,VH-001,Light Truck,Gasoline,35.56,495.6,18.6,55.9
2022-06-06,VH-002,Light Truck,Gasoline,43.02,535.8,21.9,51.3
2022-06-06,VH-003,Light Truck,Gasoline,41.0,551.9,19.2,52.1
2022-06-06,VH-004,Light Truck,Gasoline,36.39,483.9,20.1,51.2
2022-06-06,VH-005,Light Truck,Gasoline,45.44,595.4,21.4,52.8
2022-06-06,VH-006,Heavy Truck,Diesel,184.03,1113.3,36.8,58.1
2022-06-06,VH-007,Heavy Truck,Diesel,177.33,921.4,35.9,65.0
2022-06-06,VH-008,Heavy Truck,Diesel,174.02,1202.2,42.5,66.7
2022-06-06,VH-009,Heavy Truck,Diesel,185.47,1332.2,39.9,60.2
2022-06-06,VH-010,Heavy Truck,Diesel,164.47,839.9,33.6,61.9
2022-06-06,VH-011,Van,Gasoline,34.17,487.0,21.4,44.2
2022-06-06,VH-012,Van,Gasoline,35.8,503.2,19.6,46.3
2022-06-06,VH-013,Van,Gasoline,34.82,431.1,18.0,44.6
2022-06-06,VH-014,Van,Diesel,53.54,576.9,17.2,44.3
2022-06-06,VH-015,Van,Diesel,68.32,628.3,21.7,46.5
2022-06-06,VH-016,SUV,Gasoline,23.46,449.8,15.3,57.1
2022-06-06,VH-017,SUV,Gasoline,26.36,379.9,14.2,60.7
2022-06-06,VH-018,SUV,Gasoline,26.26,363.7,14.5,54.1
2022-06-06,VH-019,SUV,Gasoline,31.88,440.8,18.6,53.8
2022-06-06,VH-020,SUV,Gasoline,29.75,415.1,17.6,62.3
2022-06-13,VH-001,Light Truck,Gasoline,35.27,478.9,20.3,55.2
2022-06-13,VH-002,Light Truck,Gasoline,44.86,559.9,21.9,57.4
2022-06-13,VH-003,Light Truck,Gasoline,37.22,458.4,17.1,51.5
2022-06-13,VH-004,Light Truck,Gasoline,44.08,453.5,21.9,51.8
2022-06-13,VH-005,Light Truck,Gasoline,45.64,543.5,23.3,54.8
2022-06-13,VH-006,Heavy Truck,Diesel,188.14,1029.7,37.6,65.1
2022-06-13,VH-007,Heavy Truck,Diesel,174.47,1018.9,36.3,58.7
2022-06-13,VH-008,Heavy Truck,Diesel,171.01,996.4,37.0,62.6
2022-06-13,VH-009,Heavy Truck,Diesel,182.34,1147.5,39.8,63.4
2022-06-13,VH-010,Heavy Truck,Diesel,131.86,931.8,30.4,62.9
2022-06-13,VH-011,Van,Gasoline,38.05,459.3,21.1,47.2
2022-06-13,VH-012,Van,Gasoline,31.76,542.2,18.2,43.7
2022-06-13,VH-013,Van,Gasoline,29.49,481.7,17.4,46.0
2022-06-13,VH-014,Van,Diesel,52.83,543.2,15.7,47.5
2022-06-13,VH-015,Van,Diesel,71.58,727.1,20.1,45.8
2022-06-13,VH-016,SUV,Gasoline,23.75,345.7,14.8,55.1
2022-06-13,VH-017,SUV,Gasoline,23.92,349.0,13.1,56.9
2022-06-13,VH-018,SUV,Gasoline,24.67,379.1,14.5,62.6
2022-06-13,VH-019,SUV,Gasoline,30.52,409.5,17.4,57.5
2022-06-13,VH-020,SUV,Gasoline,27.46,363.6,15.6,60.9
2022-06-20,VH-001,Light Truck,Gasoline,39.92,514.2,21.0,54.3
2022-06-20,VH-002,Light Truck,Gasoline,43.84,496.7,20.3,57.3
2022-06-20,VH-003,Light Truck,Gasoline,35.12,485.0,17.6,54.6
2022-06-20,VH-004,Light Truck,Gasoline,42.11,519.0,18.6,51.6
2022-06-20,VH-005,Light Truck,Gasoline,49.59,570.7,24.9,51.0
2022-06-20,VH-006,Heavy Truck,Diesel,182.26,1253.0,36.0,65.3
2022-06-20,VH-007,Heavy Truck,Diesel,153.67,1125.5,34.7,60.5
2022-06-20,VH-008,Heavy Truck,Diesel,180.14,1272.2,41.9,59.4
2022-06-20,VH-009,Heavy Truck,Diesel,199.66,1132.0,44.2,63.3
2022-06-20,VH-010,Heavy Truck,Diesel,136.24,824.4,30.5,57.6
2022-06-20,VH-011,Van,Gasoline,34.28,508.4,19.4,46.5
2022-06-20,VH-012,Van,Gasoline,33.08,538.8,21.3,46.3
2022-06-20,VH-013,Van,Gasoline,34.67,470.5,18.8,48.5
2022-06-20,VH-014,Van,Diesel,47.01,589.5,15.4,46.5
2022-06-20,VH-015,Van,Diesel,70.98,723.4,20.9,45.6
2022-06-20,VH-016,SUV,Gasoline,25.44,383.9,15.8,61.5
2022-06-20,VH-017,SUV,Gasoline,23.88,333.2,15.3,56.8
2022-06-20,VH-018,SUV,Gasoline,22.84,304.1,14.9,60.2
2022-06-20,VH-019,SUV,Gasoline,30.22,480.4,17.6,53.9
2022-06-20,VH-020,SUV,Gasoline,26.43,416.3,15.8,55.9
2022-06-27,VH-001,Light Truck,Gasoline,38.29,526.6,20.6,54.9
2022-06-27,VH-002,Light Truck,Gasoline,45.85,490.5,20.6,57.5
2022-06-27,VH-003,Light Truck,Gasoline,33.75,530.6,18.7,50.6
2022-06-27,VH-004,Light Truck,Gasoline,36.73,539.8,18.7,56.3
2022-06-27,VH-005,Light Truck,Gasoline,50.76,553.7,24.1,52.8
2022-06-27,VH-006,Heavy Truck,Diesel,197.95,983.9,38.3,60.1
2022-06-27,VH-007,Heavy Truck,Diesel,151.38,1025.7,36.5,57.1
2022-06-27,VH-008,Heavy Truck,Diesel,166.89,1018.1,41.1,57.1
2022-06-27,VH-009,Heavy Truck,Diesel,210.65,1360.1,41.8,58.4
2022-06-27,VH-010,Heavy Truck,Diesel,145.13,967.6,29.8,60.1
2022-06-27,VH-011,Van,Gasoline,33.01,543.4,21.1,42.4
2022-06-27,VH-012,Van,Gasoline,32.0,490.6,17.5,46.1
2022-06-27,VH-013,Van,Gasoline,32.84,449.7,16.1,44.4
2022-06-27,VH-014,Van,Diesel,56.15,465.8,14.9,46.8
2022-06-27,VH-015,Van,Diesel,65.0,783.5,20.2,42.4
2022-06-27,VH-016,SUV,Gasoline,23.36,395.5,15.7,59.0
2022-06-27,VH-017,SUV,Gasoline,24.86,393.9,14.5,56.2
2022-06-27,VH-018,SUV,Gasoline,23.87,383.7,13.5,53.9
2022-06-27,VH-019,SUV,Gasoline,33.83,456.8,16.7,58.0
2022-06-27,VH-020,SUV,Gasoline,28.52,485.8,18.4,62.0
2022-07-04,VH-001,Light Truck,Gasoline,43.32,525.5,19.7,56.6
2022-07-04,VH-002,Light Truck,Gasoline,48.75,613.9,20.2,51.2
2022-07-04,VH-003,Light Truck,Gasoline,33.03,416.3,20.0,55.1
2022-07-04,VH-004,Light Truck,Gasoline,39.6,498.4,21.0,51.3
2022-07-04,VH-005,Light Truck,Gasoline,47.3,554.8,22.5,55.1
2022-07-04,VH-006,Heavy Truck,Diesel,193.58,1104.4,38.3,63.3
2022-07-04,VH-007,Heavy Truck,Diesel,168.53,851.5,36.5,64.3
2022-07-04,VH-008,Heavy Truck,Diesel,163.42,970.4,39.2,61.5
2022-07-04,VH-009,Heavy Truck,Diesel,186.58,1271.0,44.5,58.2
2022-07-04,VH-010,Heavy Truck,Diesel,156.37,812.8,35.3,62.2
2022-07-04,VH-011,Van,Gasoline,38.1,452.4,18.6,47.0
2022-07-04,VH-012,Van,Gasoline,38.28,526.2,17.6,47.2
2022-07-04,VH-013,Van,Gasoline,27.94,461.0,17.6,42.0
2022-07-04,VH-014,Van,Diesel,49.9,531.1,16.4,44.0
2022-07-04,VH-015,Van,Diesel,60.42,702.3,21.9,43.0
2022-07-04,VH-016,SUV,Gasoline,23.13,432.0,14.6,57.7
2022-07-04,VH-017,SUV,Gasoline,21.8,403.1,15.1,58.5
2022-07-04,VH-018,SUV,Gasoline,25.21,348.8,13.6,57.2
2022-07-04,VH-019,SUV,Gasoline,28.85,399.9,17.6,58.0
2022-07-04,VH-020,SUV,Gasoline,26.17,464.1,18.4,62.2
2022-07-11,VH-001,Light Truck,Gasoline,39.63,482.5,21.7,53.5
2022-07-11,VH-002,Light Truck,Gasoline,38.86,518.1,22.7,53.3
2022-07-11,VH-003,Light Truck,Gasoline,36.9,494.0,18.9,57.4
2022-07-11,VH-004,Light Truck,Gasoline,43.5,552.6,19.1,50.7
2022-07-11,VH-005,Light Truck,Gasoline,43.18,568.4,25.0,58.3
2022-07-11,VH-006,Heavy Truck,Diesel,158.16,1140.2,41.9,64.3
2022-07-11,VH-007,Heavy Truck,Diesel,162.13,899.0,35.0,57.6
2022-07-11,VH-008,Heavy Truck,Diesel,191.46,969.5,43.0,65.9
2022-07-11,VH-009,Heavy Truck,Diesel,204.28,1135.9,46.5,57.9
2022-07-11,VH-010,Heavy Truck,Diesel,135.58,987.4,29.6,62.7
2022-07-11,VH-011,Van,Gasoline,40.31,464.0,19.1,43.7
2022-07-11,VH-012,Van,Gasoline,36.81,522.2,18.7,43.4
2022-07-11,VH-013,Van,Gasoline,29.05,470.9,17.6,42.5
2022-07-11,VH-014,Van,Diesel,51.04,514.6,16.3,48.3
2022-07-11,VH-015,Van,Diesel,63.5,636.5,19.4,42.5
2022-07-11,VH-016,SUV,Gasoline,28.07,413.6,14.0,61.1
2022-07-11,VH-017,SUV,Gasoline,21.51,330.8,13.7,58.1
2022-07-11,VH-018,SUV,Gasoline,22.51,411.1,12.8,57.1
2022-07-11,VH-019,SUV,Gasoline,32.42,424.5,17.9,60.8
2022-07-11,VH-020,SUV,Gasoline,25.09,468.6,18.4,54.6
2022-07-18,VH-001,Light Truck,Gasoline,38.89,538.5,20.9,55.7
2022-07-18,VH-002,Light Truck,Gasoline,47.56,489.5,20.4,58.5
2022-07-18,VH-003,Light Truck,Gasoline,34.04,541.3,20.1,53.5
2022-07-18,VH-004,Light Truck,Gasoline,39.47,463.3,20.4,57.8
2022-07-18,VH-005,Light Truck,Gasoline,41.09,631.1,21.9,52.5
2022-07-18,VH-006,Heavy Truck,Diesel,169.23,1207.4,35.5,63.2
2022-07-18,VH-007,Heavy Truck,Diesel,152.22,944.6,35.4,57.6
2022-07-18,VH-008,Heavy Truck,Diesel,165.43,999.2,42.7,62.3
2022-07-18,VH-009,Heavy Truck,Diesel,207.87,1278.5,46.6,64.8
2022-07-18,VH-010,Heavy Truck,Diesel,149.42,891.9,35.1,62.0
2022-07-18,VH-011,Van,Gasoline,33.62,478.3,19.0,47.8
2022-07-18,VH-012,Van,Gasoline,31.52,561.9,19.6,46.9
2022-07-18,VH-013,Van,Gasoline,34.98,383.8,17.9,43.3
2022-07-18,VH-014,Van,Diesel,56.3,456.4,17.8,43.0
2022-07-18,VH-015,Van,Diesel,70.92,651.4,22.4,47.5
2022-07-18,VH-016,SUV,Gasoline,,,16.0,61.8
2022-07-18,VH-017,SUV,Gasoline,25.1,407.5,14.3,58.6
2022-07-18,VH-018,SUV,Gasoline,26.79,400.9,14.1,56.2
2022-07-18,VH-019,SUV,Gasoline,,,17.1,58.2
2022-07-18,VH-020,SUV,Gasoline,31.4,389.7,15.5,60.0
2022-07-25,VH-001,Light Truck,Gasoline,43.68,493.5,18.3,55.8
2022-07-25,VH-002,Light Truck,Gasoline,47.41,634.3,24.0,59.1
2022-07-25,VH-003,Light Truck,Gasoline,41.56,470.1,17.4,53.3
2022-07-25,VH-004,Light Truck,Gasoline,36.77,587.1,21.3,59.1
2022-07-25,VH-005,Light Truck,Gasoline,42.93,686.1,24.3,58.8
2022-07-25,VH-006,Heavy Truck,Diesel,165.53,1103.2,36.6,60.1
2022-07-25,VH-007,Heavy Truck,Diesel,144.66,1028.9,38.2,66.5
2022-07-25,VH-008,Heavy Truck,Diesel,201.15,1241.9,36.0,63.0
2022-07-25,VH-009,Heavy Truck,Diesel,213.91,1068.0,43.0,66.3
2022-07-25,VH-010,Heavy Truck,Diesel,155.35,819.3,35.5,58.7
2022-07-25,VH-011,Van,Gasoline,33.0,540.4,20.6,47.8
2022-07-25,VH-012,Van,Gasoline,33.45,455.4,17.8,43.2
2022-07-25,VH-013,Van,Gasoline,27.8,423.5,18.1,48.4
2022-07-25,VH-014,Van,Diesel,50.7,503.5,16.4,42.1
2022-07-25,VH-015,Van,Diesel,71.43,706.5,21.8,42.6
2022-07-25,VH-016,SUV,Gasoline,28.46,369.9,14.8,62.2
2022-07-25,VH-017,SUV,Gasoline,22.17,347.7,14.7,58.4
2022-07-25,VH-018,SUV,Gasoline,,,14.4,57.8
2022-07-25,VH-019,SUV,Gasoline,34.17,416.8,19.5,54.8
2022-07-25,VH-020,SUV,Gasoline,26.66,390.3,17.4,60.1
2022-08-01,VH-001,Light Truck,Gasoline,38.33,490.3,19.2,51.0
2022-08-01,VH-002,Light Truck,Gasoline,48.44,518.4,21.7,54.4
2022-08-01,VH-003,Light Truck,Gasoline,39.3,503.3,17.8,50.8
2022-08-01,VH-004,Light Truck,Gasoline,38.32,455.6,21.5,53.3
2022-08-01,VH-005,Light Truck,Gasoline,46.77,634.9,21.5,55.4
2022-08-01,VH-006,Heavy Truck,Diesel,191.83,1022.5,38.7,59.7
2022-08-01,VH-007,Heavy Truck,Diesel,146.99,887.3,32.0,64.5
2022-08-01,VH-008,Heavy Truck,Diesel,160.37,1028.7,40.0,66.7
2022-08-01,VH-009,Heavy Truck,Diesel,192.92,1272.4,45.2,61.2
2022-08-01,VH-010,Heavy Truck,Diesel,158.08,873.9,34.9,61.8
2022-08-01,VH-011,Van,Gasoline,40.43,545.0,20.1,47.9
2022-08-01,VH-012,Van,Gasoline,37.21,513.6,18.0,46.9
2022-08-01,VH-013,Van,Gasoline,35.49,504.1,18.4,42.3
2022-08-01,VH-014,Van,Diesel,56.19,507.4,17.8,45.9
2022-08-01,VH-015,Van,Diesel,61.28,751.8,22.7,41.9
2022-08-01,VH-016,SUV,Gasoline,25.81,376.2,14.7,57.6
2022-08-01,VH-017,SUV,Gasoline,25.91,377.1,14.2,57.3
2022-08-01,VH-018,SUV,Gasoline,22.23,373.8,14.8,62.1
2022-08-01,VH-019,SUV,Gasoline,31.57,410.7,17.3,58.3
2022-08-01,VH-020,SUV,Gasoline,,,16.7,59.0
2022-08-08,VH-001,Light Truck,Gasoline,,,20.7,56.7
2022-08-08,VH-002,Light Truck,Gasoline,49.37,553.7,21.2,57.2
2022-08-08,VH-003,Light Truck,Gasoline,41.77,421.7,20.1,53.3
2022-08-08,VH-004,Light Truck,Gasoline,40.58,556.1,18.5,58.2
2022-08-08,VH-005,Light Truck,Gasoline,52.65,600.1,24.9,53.0
2022-08-08,VH-006,Heavy Truck,Diesel,179.6,953.3,36.9,65.2
2022-08-08,VH-007,Heavy Truck,Diesel,165.17,1046.2,37.3,62.2
2022-08-08,VH-008,Heavy Truck,Diesel,168.02,1068.8,36.8,65.5
2022-08-08,VH-009,Heavy Truck,Diesel,166.96,1035.7,45.3,65.3
2022-08-08,VH-010,Heavy Truck,Diesel,142.09,979.4,33.7,59.8
2022-08-08,VH-011,Van,Gasoline,37.21,537.2,18.6,41.6
2022-08-08,VH-012,Van,Gasoline,36.79,451.4,20.9,45.6
2022-08-08,VH-013,Van,Gasoline,29.46,497.8,18.2,46.4
2022-08-08,VH-014,Van,Diesel,48.35,459.7,16.5,48.3
2022-08-08,VH-015,Van,Diesel,,,20.0,44.3
2022-08-08,VH-016,SUV,Gasoline,28.47,432.2,13.9,61.8
2022-08-08,VH-017,SUV,Gasoline,25.03,312.6,13.4,60.8
2022-08-08,VH-018,SUV,Gasoline,27.22,382.9,13.9,56.9
2022-08-08,VH-019,SUV,Gasoline,29.49,465.6,18.7,61.0
2022-08-08,VH-020,SUV,Gasoline,26.34,438.3,17.3,61.2
2022-08-15,VH-001,Light Truck,Gasoline,42.79,551.3,19.5,51.6
2022-08-15,VH-002,Light Truck,Gasoline,50.91,613.4,24.0,52.9
2022-08-15,VH-003,Light Truck,Gasoline,42.11,467.1,17.6,57.3
2022-08-15,VH-004,Light Truck,Gasoline,44.04,578.1,20.5,56.4
2022-08-15,VH-005,Light Truck,Gasoline,50.24,644.9,25.7,52.9
2022-08-15,VH-006,Heavy Truck,Diesel,166.59,892.8,40.8,62.7
2022-08-15,VH-007,Heavy Truck,Diesel,161.72,852.2,35.3,64.8
2022-08-15,VH-008,Heavy Truck,Diesel,180.78,1054.5,42.4,65.4
2022-08-15,VH-009,Heavy Truck,Diesel,171.48,989.5,39.3,59.6
2022-08-15,VH-010,Heavy Truck,Diesel,150.59,776.8,33.5,60.4
2022-08-15,VH-011,Van,Gasoline,36.21,559.1,19.3,47.1
2022-08-15,VH-012,Van,Gasoline,34.23,473.2,20.8,44.8
2022-08-15,VH-013,Van,Gasoline,32.99,509.1,15.8,47.8
2022-08-15,VH-014,Van,Diesel,53.36,486.5,15.6,41.8
2022-08-15,VH-015,Van,Diesel,57.91,593.9,20.6,45.5
2022-08-15,VH-016,SUV,Gasoline,26.65,381.6,16.0,60.6
2022-08-15,VH-017,SUV,Gasoline,25.44,334.1,14.5,53.4
2022-08-15,VH-018,SUV,Gasoline,26.25,333.7,14.9,57.9
2022-08-15,VH-019,SUV,Gasoline,28.51,490.9,18.6,57.1
2022-08-15,VH-020,SUV,Gasoline,,,15.8,56.8
2022-08-22,VH-001,Light Truck,Gasoline,39.97,593.2,19.0,56.6
2022-08-22,VH-002,Light Truck,Gasoline,43.26,629.1,21.7,51.7
2022-08-22,VH-003,Light Truck,Gasoline,39.71,452.0,20.1,53.2
2022-08-22,VH-004,Light Truck,Gasoline,43.72,550.9,19.5,58.4
2022-08-22,VH-005,Light Truck,Gasoline,46.37,697.4,22.8,52.3
2022-08-22,VH-006,Heavy Truck,Diesel,185.49,992.0,37.0,64.3
2022-08-22,VH-007,Heavy Truck,Diesel,159.52,940.0,32.7,60.7
2022-08-22,VH-008,Heavy Truck,Diesel,151.98,1153.2,37.8,62.3
2022-08-22,VH-009,Heavy Truck,Diesel,204.56,1162.1,43.8,57.2
2022-08-22,VH-010,Heavy Truck,Diesel,136.7,815.0,32.7,61.7
2022-08-22,VH-011,Van,Gasoline,39.67,546.8,19.3,46.2
2022-08-22,VH-012,Van,Gasoline,34.66,525.7,18.0,47.4
2022-08-22,VH-013,Van,Gasoline,34.39,401.8,16.0,42.2
2022-08-22,VH-014,Van,Diesel,44.8,461.4,16.3,42.9
2022-08-22,VH-015,Van,Diesel,59.39,553.8,21.0,42.9
2022-08-22,VH-016,SUV,Gasoline,26.09,347.1,15.9,61.8
2022-08-22,VH-017,SUV,Gasoline,25.93,334.4,12.9,58.1
2022-08-22,VH-018,SUV,Gasoline,22.57,346.9,13.4,62.5
2022-08-22,VH-019,SUV,Gasoline,31.69,421.9,16.9,53.7
2022-08-22,VH-020,SUV,Gasoline,31.84,420.3,17.6,54.2
2022-08-29,VH-001,Light Truck,Gasoline,37.61,602.7,21.0,52.1
2022-08-29,VH-002,Light Truck,Gasoline,45.84,623.1,24.1,51.4
2022-08-29,VH-003,Light Truck,Gasoline,36.31,492.6,20.6,53.0
2022-08-29,VH-004,Light Truck,Gasoline,45.43,590.0,20.7,57.6
2022-08-29,VH-005,Light Truck,Gasoline,51.01,546.0,25.5,52.0
2022-08-29,VH-006,Heavy Truck,Diesel,169.33,1095.5,40.5,58.8
2022-08-29,VH-007,Heavy Truck,Diesel,143.45,772.7,36.4,65.4
2022-08-29,VH-008,Heavy Truck,Diesel,153.18,1147.1,36.6,61.1
2022-08-29,VH-009,Heavy Truck,Diesel,169.48,1028.8,44.2,63.8
2022-08-29,VH-010,Heavy Truck,Diesel,139.65,847.3,35.5,63.7
2022-08-29,VH-011,Van,Gasoline,38.52,564.0,18.5,46.2
2022-08-29,VH-012,Van,Gasoline,35.71,542.3,19.0,47.4
2022-08-29,VH-013,Van,Gasoline,36.9,397.5,17.8,42.5
2022-08-29,VH-014,Van,Diesel,51.48,542.5,14.8,44.9
2022-08-29,VH-015,Van,Diesel,68.33,546.5,19.8,46.0
2022-08-29,VH-016,SUV,Gasoline,25.74,407.3,16.3,57.5
2022-08-29,VH-017,SUV,Gasoline,24.87,334.6,14.1,59.4
2022-08-29,VH-018,SUV,Gasoline,24.7,384.9,12.7,54.2
2022-08-29,VH-019,SUV,Gasoline,33.24,456.3,18.1,55.3
2022-08-29,VH-020,SUV,Gasoline,33.26,431.8,15.3,55.4
2022-09-05,VH-001,Light Truck,Gasoline,43.31,571.3,20.2,56.4
2022-09-05,VH-002,Light Truck,Gasoline,42.71,655.3,21.1,53.6
2022-09-05,VH-003,Light Truck,Gasoline,44.19,481.5,19.0,56.8
2022-09-05,VH-004,Light Truck,Gasoline,38.97,488.5,21.0,56.9
2022-09-05,VH-005,Light Truck,Gasoline,50.59,576.9,25.4,54.1
2022-09-05,VH-006,Heavy Truck,Diesel,173.68,1050.1,36.1,61.2
2022-09-05,VH-007,Heavy Truck,Diesel,157.58,907.0,37.0,61.5
2022-09-05,VH-008,Heavy Truck,Diesel,183.07,890.4,39.7,62.3
2022-09-05,VH-009,Heavy Truck,Diesel,194.92,1178.3,42.3,62.1
2022-09-05,VH-010,Heavy Truck,Diesel,124.19,835.1,33.9,58.3
2022-09-05,VH-011,Van,Gasoline,39.68,600.0,20.1,44.2
2022-09-05,VH-012,Van,Gasoline,41.26,562.0,18.6,48.3
2022-09-05,VH-013,Van,Gasoline,33.04,413.0,17.0,46.4
2022-09-05,VH-014,Van,Diesel,44.35,508.4,17.4,46.5
2022-09-05,VH-015,Van,Diesel,62.2,564.5,21.5,43.5
2022-09-05,VH-016,SUV,Gasoline,28.96,477.4,15.8,62.3
